,lat,lon
1334,40.734485,-74.002842
1336,40.722174,-74.003172
1337,40.72427,-74.00298
1338,40.72805,-74.007203
1339,40.72238024689,-73.9977693557739
1340,40.7405277,-74.0044384
1341,40.7332402,-73.998719
1342,40.720759,-74.0007558
1343,40.7447453245045,-74.0068888664246
1344,40.7406272,-74.0077314
1345,40.739427,-74.003165
1346,40.7422,-74.0046
1361,40.721418,-73.9876559
1362,40.739185,-74.005958
1363,40.7410484,-73.994133
1364,40.7248195518649,-73.9995288848877
1366,40.7231534,-73.9947493
1367,40.7227,-73.9948
1373,40.7247792,-74.0006029
1374,40.734943,-74.005053
1378,40.733522,-74.004746
1379,40.7236,-73.9959
1381,40.7198724,-74.0079379
1382,40.7383154233931,-74.0065026283264
1385,40.7215,-73.9966
1393,40.723275,-73.999786
1394,40.722471,-73.999123
1954,40.7607807887089,-73.9843368530273
1955,40.7593,-73.9846
1956,40.759258,-73.989205
2031,40.764082,-73.988099
2036,40.764501,-73.990753
2040,40.764501,-73.990753
2044,40.7641125589789,-73.9887571334839
2047,40.76515,-73.986635
2048,40.764356,-73.988178
2052,40.76774,-73.985808
2053,40.7121341897653,-74.0047216415405
2057,40.7644387,-73.9885168
2059,40.7654614721255,-73.9872336387634
2060,40.7370426,-73.9865333
2061,40.7434668,-74.0074774
2062,40.7393,-74.0032
2063,40.7678949,-73.9823356
2069,40.717897,-74.007054
2074,40.7145413417262,-74.0023827552795
2075,40.760515,-73.986974
2076,40.745041,-73.995295
2077,40.7151,-74.0012
2080,40.7443566,-74.0028564
2084,40.743,-74.0001
2085,40.7426,-74.0
2272,40.740496,-73.980398
2292,40.7526029,-73.9815564
2334,40.7340057,-73.9927432
2421,40.7365269712657,-73.9905595779419
2427,40.735611,-74.006651
2428,40.7384,-73.9885
2439,40.748148,-73.986528
2456,40.7316585,-73.9884097
2785,40.7301,-74.0031
2901,40.7589558,-73.9794642
2902,40.737056,-73.9844572
2903,40.759139,-73.979723
2904,40.7228781,-73.9832123
2906,40.7225686,-73.9830176
2907,40.722129,-73.981666
2908,40.7226383,-73.9829262
2909,40.7267,-73.9874
2910,40.7309,-73.9894
2911,40.7308228,-73.9889952
2912,40.723505,-73.982676
2914,40.7294,-73.9807
2927,40.7187325,-73.9922906
2929,40.718796,-73.992252
2931,40.7336357,-74.0030501
2933,40.727028,-73.985386
3036,40.7454,-73.9846
3037,40.7323320494597,-73.9879417419434
3043,40.7215443,-73.9887381
3044,40.7230591957533,-73.9986410737038
3045,40.7225093,-73.997654
3057,40.737851,-74.004762
3059,40.7395,-74.0012
3060,40.7260960858328,-73.9960741996765
3061,40.7373152,-73.9968642
3062,40.736084,-74.004974
3063,40.735144,-74.005109
3064,40.725426,-73.998212
3065,40.738051,-74.003791
3066,40.740583,-74.006028
3067,40.7206,-73.9965
3068,40.7602639,-73.9850109
3070,40.7238113166479,-74.0008163452148
3071,40.7375868,-74.0018153
3073,40.759233,-73.980651
3074,40.7532113,-73.9772581
3075,40.7359283,-74.0050969
3077,40.741964,-74.004793
3078,40.7278766878581,-74.0069961547852
3080,40.7342466250713,-73.9908868074417
3317,40.7412581354273,-73.98841381073
3318,40.73,-73.981
3325,40.745924,-73.988461
3327,40.739672,-73.995827
3329,40.7403,-73.9931
3330,40.740339,-73.993118
3334,40.7428944,-73.992803
3335,40.7584159,-73.984077
3337,40.748184,-74.007211
3392,40.7332849,-73.9932103
3393,40.734426,-74.002836
3395,40.7597718,-73.9849068
3396,40.733862,-74.002279
3399,40.7349010639725,-73.9913105964661
3400,40.763401,-73.9784357
3406,40.7606832709659,-73.9899802207947
3408,40.71942,-74.003758
3410,40.7430766,-73.9999009
3411,40.7257,-74.0027
3449,40.739682,-73.98212
3450,40.733373,-73.979359
3453,40.7511896,-73.9924967
3454,40.752585,-73.987915
3455,40.7447,-73.9936
3456,40.7384132,-73.9832207
3457,40.7445369,-73.9810166
3458,40.7246,-73.9917
3740,40.7641794,-73.9810094
3741,40.762053,-73.97718
3742,40.762591,-73.980029
3743,40.7251773090769,-73.9954090118408
3952,40.741719,-73.9796719
3953,40.754332,-73.986257
3955,40.7663332,-73.99184
3956,40.73682,-73.990946
3957,40.7314458790395,-73.9943146705627
4540,40.723047,-73.989937
4568,40.758168,-73.983656
4569,40.765917,-73.982036
4570,40.7567996,-73.9850527
4571,40.7641171,-73.9810555
4662,40.740537,-73.9848709
4933,40.7529379,-73.9778107
4982,40.7543588,-73.9955775
5019,40.7651,-73.9873
5236,40.7192103,-73.9850132
5312,40.74035,-73.980288
5318,40.760846,-73.97997
5320,40.7226969,-74.000393
5321,40.7423093,-73.9953408
5322,40.7607482828105,-73.9801740646362
5325,40.7617884,-73.9790839
5331,40.7507985,-73.9962255
5332,40.7215,-74.0014
5833,40.7333076362734,-73.9901304244995
5834,40.7358440950424,-73.9904522895813
5886,40.719,-73.9856
5889,40.7376628,-73.9880421
5939,40.760699523933,-73.9793372154236
6009,40.741386,-73.9892002
6010,40.7369822181872,-73.9903450012207
6011,40.733519,-73.993092
6028,40.740037,-74.001665
6029,40.7369497006532,-73.9929628372192
6030,40.723639,-73.996761
6032,40.7258065,-73.9947285
6063,40.750768,-73.974453
6066,40.745702,-73.984844
6069,40.7397289,-73.979887
6070,40.7453552,-73.9772009
6071,40.7507145,-73.9766068
6090,40.7510214,-73.9753715
6094,40.722,-73.988
6095,40.7221,-73.9879
6096,40.7227,-73.9887
6097,40.7226334,-73.9886414
6101,40.7208858,-73.9878534
6113,40.73671,-73.988432
6115,40.7341856,-73.989242
6201,40.727203,-74.001719
6207,40.740301,-73.987364
6209,40.7287,-74.0007
6210,40.727812,-74.001078
6211,40.727352,-74.001958
6212,40.7410898,-73.98993
6213,40.7453,-73.9911
6216,40.749858,-73.991461
6248,40.7259,-73.993
6249,40.724003,-73.992297
6250,40.7235363,-73.9961796
6251,40.7223,-73.9972
6252,40.7382,-73.9887
6330,40.7376613,-73.996599
6332,40.739334,-73.993802
6333,40.7363,-73.9971
6334,40.7368028,-73.9971153
6337,40.764795,-73.991352
6344,40.7554743,-73.987343
6345,40.7507357096525,-73.9888000488281
6346,40.722933,-73.994193
6347,40.722006,-73.992512
6348,40.7417733,-74.0072894
6349,40.7357253,-73.9941459
6353,40.7203425,-73.9969769
6363,40.722039,-74.004142
6365,40.7538449,-73.9856883
6366,40.755111,-73.986225
6369,40.750784,-73.975582
6370,40.7631303135805,-73.9770224690437
6371,40.761317,-73.9752197
6372,40.763489,-73.979072
6373,40.7643238363402,-73.9817190170288
6383,40.7309849,-73.988401
6393,40.723683,-74.004329
6424,40.727696,-73.99997
6473,40.7447,-74.002689
6474,40.7442199,-73.9992442
6475,40.744526,-74.002748
6478,40.742759,-74.000506
6479,40.735043,-74.002216
6480,40.760948,-73.993026
6481,40.7264484,-73.990105
6482,40.7446211,-74.0027288
6493,40.729259,-74.002643
6584,40.7618183,-73.9903944
6585,40.742935,-73.9920829
6586,40.7269985887039,-73.9859247207642
6588,40.738565,-73.987153
6589,40.727801,-73.984456
6590,40.737688,-73.991121
6594,40.7648,-73.9782
6635,40.7356,-74.0017
6636,40.7588629135017,-73.9854955673218
6637,40.758713,-73.978648
6667,40.728655178113,-73.9921715855598
6669,40.726169,-73.985646
6725,40.7412585,-74.0013989
6726,40.7336389,-73.9882395
6732,40.7302,-74.0048
6761,40.726766,-74.005426
6777,40.7475,-74.001
6779,40.760277,-73.97439
6780,40.7667603,-73.9870497
6782,40.727733,-74.0072419
6783,40.730384,-74.006554
6784,40.741829,-74.0005879
6789,40.74092,-74.001451
6830,40.7628,-73.9936
6833,40.735796,-74.000317
6834,40.7268,-73.9933
6946,40.740927,-73.985453
6947,40.7647,-73.9807
6950,40.7678,-73.9823
7155,40.765,-73.9752
7161,40.7359844,-74.0018488
7191,40.765801,-73.9876869
7193,40.752344,-73.988527
7194,40.746,-73.9847
7195,40.718518,-73.986045
7199,40.722413,-74.003563
7201,40.7251447857735,-73.978328704834
7202,40.7204,-73.9844
7205,40.7208776,-73.9975974
7206,40.724252,-73.9961611
7265,40.7377415,-74.001593
7269,40.738303,-74.002391
7273,40.722561,-73.998808
7277,40.7382985,-73.9911916
7281,40.7242849451742,-74.0019643306732
7282,40.7183,-73.9919
7283,40.7415345160577,-73.9867401123047
7309,40.71691,-74.0055919
7310,40.7159,-74.0048
7314,40.717308,-74.006905
7319,40.717216,-74.004292
7321,40.718071,-74.007007
7476,40.7653537,-73.9820249
7479,40.7639,-73.9883
7481,40.737126,-73.988953
7512,40.7625517,-73.9772295
7515,40.7290799901031,-73.9841973781586
7532,40.7279849,-73.999396
7533,40.738075,-73.983672
7554,40.740998,-73.991718
7557,40.744423,-73.976471
7558,40.7337141265572,-73.9880061149597
7560,40.7326052,-74.0027047
7562,40.719416,-73.9877339
7563,40.724303,-73.994625
7564,40.71905,-74.0064196
7604,40.73551,-73.991896
7606,40.73162,-73.995515
7614,40.7525078,-73.9744786
7639,40.7555,-73.9779
7640,40.7279823841973,-73.9950335025787
7641,40.753493,-73.973601
7653,40.742266,-73.983056
7681,40.755423,-73.9900679
7682,40.763,-73.9843
7685,40.720628,-74.0053148
7686,40.740583,-74.006028
7687,40.716554,-73.989548
7688,40.751065,-73.987564
7690,40.7359319,-74.0008
7691,40.720421,-73.988446
7692,40.7574,-73.9838
7696,40.7418596682703,-74.0050864219666
7697,40.741289,-74.0046969
7699,40.7587,-73.9776
7700,40.721674,-74.001407
7702,40.759081,-73.983701
7703,40.724664,-73.9984148
7704,40.7419284,-73.9827481
7705,40.7197,-73.9949
7706,40.7396127,-73.9825339
7707,40.743549,-73.983523
7716,40.7144,-73.999
7717,40.737009,-73.990855
7719,40.731321,-74.00025
7770,40.719411,-73.988955
7895,40.73655,-74.001052
7910,40.731459,-74.006635
7916,40.7366979,-74.0014999
8007,40.7464,-74.0018
8008,40.746,-74.0013
8009,40.7416398,-74.0011762
8010,40.7423,-74.0002
8011,40.756165,-73.985066
8012,40.7554,-73.9794
8013,40.761637,-73.990781
8075,40.717306,-73.997147
8413,40.734677,-73.981096
8446,40.757907,-73.9893022
8457,40.7496,-74.0014
8460,40.7355406,-73.9981826
8462,40.749923,-73.981861
8463,40.732312,-74.003084
8464,40.743369,-73.995425
8465,40.747558,-73.99763
8467,40.731161,-74.001499
8468,40.7493672,-73.9817685
8518,40.7143528,-74.0059731
8539,40.749972,-73.977446
8540,40.7581,-73.9742
8541,40.7517928,-74.0060338
8584,40.741299,-73.986692
8729,40.7669978,-73.9894624
8779,40.7527327537537,-74.0004569292068
8797,40.745887,-73.98694
8801,40.737972,-73.984132
8803,40.745887,-73.98694
8804,40.74388,-73.987856
8835,40.720429,-73.989342
8836,40.7292,-74.0033
8838,40.735437617772,-74.0032196044922
8999,40.73456,-74.0019949
9007,40.741592,-73.977465
9015,40.742068,-73.982524
9016,40.7443714155458,-73.9830815792084
9017,40.7409488,-73.9835518
9018,40.729796,-73.9833419
9021,40.7261530007899,-73.9860534667969
9022,40.728614,-73.984672
9023,40.7394792,-73.986806
9025,40.7177873,-74.0032782
9115,40.722158,-73.980614
9116,40.729192,-73.978521
9117,40.719209,-73.986063
9118,40.725517,-73.978147
9119,40.7227,-73.9833
9121,40.729405,-73.980421
9122,40.7219509,-73.9962206
9124,40.7407092,-73.9894039
9127,40.727149,-73.983126
9128,40.725822,-73.977928
9129,40.764568,-73.995997
9130,40.7280082,-73.9819089
9131,40.7253,-73.9844
9132,40.730836121896,-73.9976406097412
9133,40.719347,-73.986687
9134,40.731226,-73.988822
9214,40.749777,-73.975475
9215,40.749619,-73.974546
9247,40.728505,-73.990261
9249,40.728883,-73.989074
9372,40.7432252902058,-73.9963531494141
9373,40.7613658921628,-73.9775562286377
9475,40.741964,-74.004793
9476,40.742722,-74.005804
9479,40.742646,-74.006001
9563,40.7645,-73.9808
9759,40.759289,-73.985433
9823,40.7299192,-73.9995053
9824,40.762451,-73.978107
9825,40.7639884,-73.9784645
9826,40.757644,-74.002962
9829,40.7566199045019,-74.0017604827881
9830,40.757644,-74.002962
9831,40.7522318,-73.9934603
9832,40.7239834,-73.992923
10001,40.7478583,-73.9871875
10003,40.7580258574006,-73.9780175685883
10005,40.7315,-74.0026
10006,40.7316816503036,-73.9961814880371
10007,40.7135,-73.9971
10009,40.721762275437,-73.9998722076416
10010,40.720058,-73.9903719
10012,40.726918,-73.983175
10013,40.7600575287104,-73.9809894561768
10014,40.727202,-73.9883739
10015,40.7186,-73.9906
10016,40.7408,-73.9835
10018,40.7381,-73.9908
10019,40.7449902,-74.0022526
10020,40.7206482,-73.9842909
10021,40.7386405913415,-73.9925336837769
10022,40.721676,-73.985503
10044,40.754,-73.9894
10047,40.71084,-73.982866
10050,40.7593166,-73.9751214
10054,40.726621,-73.993545
10055,40.7271774616936,-74.000483751297
10058,40.756359,-73.9890549
10060,40.7587962,-73.9895123
10062,40.737409,-74.006612
10064,40.737976,-74.004032
10067,40.7437973,-73.995924
10072,40.7557739,-73.9860064
10075,40.7274864229978,-73.9906239509583
10077,40.7394876,-73.9826494
10080,40.7406891128663,-74.0076184272766
10081,40.7578,-73.984
10082,40.7340915,-73.983141
10083,40.72571,-73.999493
10086,40.73169,-73.985846
10087,40.713843,-73.998956
10091,40.7645743,-73.9736767
10092,40.7603569,-73.9776041
10094,40.7335677903411,-74.0016531944275
10097,40.7637,-73.9868
10098,40.7635437319754,-73.9797019958496
10099,40.7292,-74.0038
10100,40.7325242,-73.9877312
10105,40.722044,-73.9964606
10106,40.7375578,-73.9895188
10107,40.728876,-73.980633
10108,40.758066,-73.985313
10109,40.726056,-74.002373
10111,40.7416188525655,-73.9935448765755
10112,40.7428,-73.9995
10113,40.738787,-73.993743
10116,40.763462,-73.973573
10121,40.7121829842502,-74.0054726600647
10122,40.7265757960899,-73.9918041229248
10123,40.7438,-73.9827
10125,40.719286,-73.9973463
10126,40.751288,-73.973629
10251,40.7645865,-73.9807059
10440,40.721665,-74.006336
10466,40.7563479,-73.9878333
10888,40.7461705,-73.9994538
10936,40.7527676037548,-73.9771485328674
11016,40.7607,-73.9896
11018,40.7602802,-73.9891347
11019,40.7168185,-74.0073232
11020,40.749801,-73.981115
11021,40.7455,-73.9791
11419,40.758128,-73.980715
11490,40.727303,-74.00243
11492,40.7504756227248,-73.9936065673828
11494,40.7452,-73.9792
11495,40.7337041,-73.993003
11498,40.750051,-73.992358
11500,40.750905,-73.985823
11502,40.7515,-73.9884
11503,40.7521,-73.9855
11846,40.7389,-74.0063
11847,40.7415104,-74.0070853
12019,40.754011,-73.977523
12021,40.7284661,-74.0042633
12022,40.730534,-74.002497
12023,40.7289,-74.0021
12028,40.720967,-73.99825
12029,40.762838,-73.9740169
12033,40.7640529,-73.975819
12037,40.7323323,-74.003751
12038,40.733432,-73.990939
12039,40.735908,-74.001928
12041,40.7458029,-73.988329
12263,40.7476471116981,-74.0031337738037
12264,40.7503780898647,-73.9868259429932
12270,40.738909,-73.999777
12271,40.7516745,-73.9864504
12327,40.727352,-74.001958
12328,40.7644873,-73.9797214
12329,40.7271,-74.002
12330,40.7527188390236,-73.9835000038147
12350,40.7212743991844,-74.0015888214111
12418,40.7552789390623,-73.9793801307678
12420,40.741,-73.9917
12443,40.7242,-74.0016
12478,40.7347,-73.9996
12479,40.719107,-73.985669
12480,40.72103,-73.9832349
12482,40.7214,-73.9979
12488,40.71569,-73.993468
12490,40.7498,-73.9853
12512,40.720345,-74.00018
12515,40.7232,-73.9882
12551,40.722205,-74.007424
12555,40.7487607,-73.977861
12557,40.7503455788795,-73.9850664138794
12561,40.7291124,-74.0011012
12673,40.743816,-74.002945
12674,40.7459935,-74.0014686
12676,40.744142,-73.996982
12842,40.740817,-73.990568
12956,40.7557746930732,-73.9751958847046
12959,40.7500969,-74.0028279
12964,40.7562108,-73.9853161
12967,40.740734,-73.993308
12968,40.7560347592727,-73.9865255355835
13109,40.739318,-73.999489
13110,40.719647,-73.987923
13111,40.7334,-74.0062
13114,40.7213,-73.9887
13115,40.740618,-74.000658
13116,40.725135,-74.002087
13117,40.730036,-74.002716
13119,40.7210871,-73.9873419
13120,40.7419,-74.0047
13127,40.734024,-73.9932687
13134,40.7289,-73.9812
13135,40.738916,-74.003612
13137,40.7499859,-73.986123
13222,40.749651,-73.993916
13231,40.763133,-73.992963
13270,40.7592657,-74.0034511
13384,40.7363318644886,-73.9894437789917
13474,40.7658332,-73.9806781
13606,40.74407,-73.97663
13707,40.745,-73.9979
13708,40.748934,-73.98648
13711,40.74188,-74.00055
13712,40.743767,-73.999167
13713,40.7323228,-73.9903052
13717,40.735264,-73.992769
13720,40.737832,-73.987657
13721,40.737682,-74.003747
13722,40.7414001,-73.9931755
13723,40.7524,-73.9941
13730,40.749476,-73.987287
13743,40.725964,-73.977969
13749,40.7222,-73.9839
13752,40.727184,-73.985192
13753,40.756853,-73.9868077
13761,40.7610408353243,-73.9803457260132
13762,40.757345,-73.993325
13764,40.729532,-73.989555
13765,40.7279,-73.9791
13767,40.7309011629242,-73.9815044403076
13768,40.7416970923627,-73.9851307868958
13772,40.7278685573635,-73.9880919456482
13774,40.759519,-73.992242
13775,40.727395,-73.98513
13777,40.729924,-73.980743
13779,40.7254,-73.984
13780,40.7256,-73.978089
13781,40.7278,-73.9795
13782,40.7262261770917,-73.9775776863098
13783,40.725056,-73.978511
13785,40.7198,-74.0069
13786,40.7342659,-73.9835038
13787,40.727549,-73.98283
13789,40.744093,-73.996456
13791,40.7228418,-73.9853139
13792,40.7333,-73.9938
13793,40.7574,-73.9861
13795,40.725393,-73.978189
13802,40.754635,-73.986268
13803,40.715667,-73.997956
13804,40.757925,-73.986441
13805,40.719597,-73.990546
13806,40.7268603683372,-73.9802598953247
13807,40.725843,-73.984311
13833,40.7630994,-73.981785
14049,40.7214,-73.9956
14164,40.725177,-73.996793
14286,40.7273037,-73.9855511
14301,40.7328096,-73.9977181
14310,40.760372,-73.980799
14313,40.7277206,-74.0013495
14389,40.720364,-73.993542
14392,40.71963,-73.985076
14398,40.753516,-73.973653
14402,40.747348,-73.992311
14404,40.7529789171769,-73.9748954772949
14593,40.715729,-73.9996375
14595,40.7168892,-74.0021191
14596,40.715972,-74.001437
14597,40.7193396,-73.9990399
14638,40.728633,-74.00084
14639,40.7144684,-74.0057745
14640,40.7299309,-73.9994279
14641,40.728804,-73.9983511
14642,40.7388542,-74.0056315
14643,40.758,-73.9909
14716,40.7319743307106,-73.9853239059448
14793,40.749457,-73.993724
14794,40.7531258,-73.9846544
14811,40.718691,-73.983131
14909,40.764753,-73.97895
14910,40.767137,-73.9866739
14912,40.762437,-73.989299
14941,40.7455846,-73.9879508
14943,40.7517319,-73.9889929
14956,40.751485,-73.99768
14957,40.749964,-73.993757
14963,40.7294178,-73.9780044
15018,40.726646,-73.9995518
15031,40.7282,-73.9956
15033,40.7472,-73.9865
15039,40.746522,-73.985985
15045,40.7313017,-73.9967827
15054,40.74482,-74.0000139
15056,40.7417082694691,-73.993461728096
15060,40.7431917596458,-73.9910946786404
15193,40.7430952321819,-73.9884567260742
15212,40.7652215,-73.9839987
15220,40.7306735190473,-73.9909243583679
15221,40.7147442,-73.9910515
15261,40.7563517135778,-73.9749383926392
15263,40.75341,-73.977189
15264,40.756441,-73.974788
15265,40.754718,-73.976017
15273,40.7560022510534,-73.9750242233276
15275,40.7362122,-73.9962238
15317,40.7143,-73.9985
15405,40.7209166209932,-73.989315032959
15420,40.718374,-74.006085
15425,40.738797,-73.983813
15426,40.734492,-74.0012176
15518,40.7254,-73.9873
15552,40.7215193,-73.9965116
15554,40.725066,-73.999302
15555,40.7254719,-73.9967291
15558,40.7246062,-73.9969018
15792,40.7507985,-73.9962255
15980,40.759557,-73.982767
15988,40.7678759,-73.9835861
15992,40.7656,-73.9822
16027,40.7632186857876,-73.9837789535522
16036,40.762991,-73.9832
16037,40.750051,-73.992358
16056,40.7574976126889,-74.0018463134766
16077,40.759642,-73.986987
16078,40.7567283,-73.9740641
16079,40.756717428206,-73.9737582206726
16098,40.7571725369338,-73.9908599853516
16109,40.7628773855796,-73.9836287498474
16114,40.760406969917,-73.9845085144043
16115,40.762991,-73.9832
16145,40.7371089,-73.987892
16322,40.752408,-73.975188
16476,40.7582818514047,-73.9790368080139
16534,40.7250368,-73.9970613
16537,40.7635005,-73.9793056
16538,40.725507,-74.000391
16653,40.7143528,-74.0059731
16655,40.7143528,-74.0059731
16656,40.7143528,-74.0059731
16657,40.7143528,-74.0059731
16658,40.7486877,-73.9884206
16661,40.7143528,-74.0059731
16663,40.71359800876,-74.0076291561127
16673,40.726318,-73.986654
16674,40.7306,-74.0009
16681,40.728771,-73.988006
16682,40.745315,-73.997795
16687,40.7381255,-74.0020078
16700,40.734243,-73.9898934
16710,40.7370318,-73.9928761
16712,40.763406,-73.986219
17002,40.726114,-73.991584
17098,40.7250146924008,-73.9990997314453
17172,40.73341,-73.99217
17173,40.730096,-73.980953
17175,40.747356,-73.986569
17178,40.715703,-74.0032334
17179,40.723183,-74.00265
17196,40.756964,-73.977838
17197,40.749676,-73.994846
17202,40.7581152522442,-73.9771485328674
17204,40.728601,-74.0000803
17232,40.7493,-73.9956
17234,40.761589,-74.0002734
17235,40.7628796,-73.9822243
17242,40.7260147,-73.9916649
17244,40.72665,-73.991114
17245,40.726375,-73.991899
17246,40.7615934310039,-73.9811611175537
17412,40.7470618874989,-73.9815473556519
17418,40.753004,-73.99699
17419,40.751093327517,-73.9973831176758
17420,40.751167,-74.0026426
17421,40.7408882713164,-74.0056711435318
17422,40.740525,-73.998249
17431,40.710859,-74.007249
17436,40.7581515,-73.9920392
17438,40.7341032,-73.9926652
17441,40.7442,-74.0063
17449,40.73984369893,-74.0066957473755
17638,40.759676,-73.98056
17642,40.714779,-74.006709
17652,40.7398507,-73.9931488
17654,40.756977,-73.990667
17673,40.7169243,-74.0045688
17676,40.752321,-73.982692
17686,40.749712,-73.992255
17689,40.7343645058456,-73.9904522895813
17690,40.7566564759077,-73.9907044172287
17708,40.7206455,-73.996676
17710,40.7297,-74.0005
17712,40.7581155,-73.9880932
17717,40.7156298,-74.0062404
17735,40.765418,-73.983822
17736,40.7555796427559,-73.9842510223389
17745,40.7576574,-73.9792485
17746,40.7380908,-73.9960607
17747,40.731,-73.9855
17748,40.7342659,-73.9835038
17749,40.761785,-73.987449
17750,40.758533,-73.988842
17751,40.755856,-73.9921934
17752,40.730259,-73.986224
17754,40.7577974,-73.9792872
17924,40.749736,-73.987913
17972,40.7461,-73.994
18028,40.7541,-73.9933
18033,40.7407,-73.991
18034,40.749858,-73.991461
18114,40.7159,-73.9963
18125,40.7105402169263,-73.9973402023315
18340,40.765193,-73.987684
18347,40.7637,-73.9868
18348,40.7572700598272,-73.9827060699463
18737,40.7441,-73.9852
18738,40.7226519,-73.986321
18764,40.728636,-74.007619
18765,40.7298,-74.0042
18770,40.7306735190474,-74.0025329589844
18772,40.7393,-74.0022
18805,40.758556,-73.9936759
18806,40.719281,-73.986476
18883,40.7533,-73.987837
18945,40.753942,-73.974109
18946,40.752854,-73.992979
18950,40.7561,-73.987
18960,40.746396,-73.986467
18962,40.74279,-73.983412
19200,40.723997,-73.988847
19201,40.7260735,-73.9895539
19202,40.722916,-73.98875
19206,40.725152,-73.99071
19553,40.729207,-73.979463
19725,40.7393689,-73.9897576
19727,40.748342,-73.991552
19733,40.760389,-73.990789
19734,40.753434,-73.992426
19736,40.7575282,-73.9845482
19740,40.7462450034429,-73.9775508642197
19765,40.7287547754258,-73.9917075634003
19766,40.7537591455326,-73.9836072921753
19779,40.7421312,-74.0039798
19780,40.753937,-73.981207
19781,40.7589558,-73.9794642
19782,40.767649,-73.981975
19784,40.736854,-74.003718
19786,40.7594480338374,-73.9848947525024
19787,40.7365179,-73.991199
19960,40.721875,-73.996713
20037,40.750912,-73.983931
20336,40.742282,-74.00631
20343,40.7643331,-73.9823486
20470,40.7344,-73.9816
20471,40.7285978,-73.9876769
20472,40.7315302,-73.9831148
20476,40.7251969,-73.9969224
20654,40.754025,-73.984313
20656,40.7539542011909,-73.9832210540771
20657,40.753141,-73.982899
20668,40.748297,-74.002218
20669,40.7653071,-73.9952537
20671,40.73317,-73.994059
20672,40.7619327,-73.9792037
20674,40.7515992,-73.9920917
20675,40.7453124,-73.9868579
20676,40.727686,-73.985074
20678,40.73443,-73.987727
20680,40.727,-73.9907
20688,40.729473,-74.000182
20700,40.764901,-73.976419
20712,40.7496979,-73.9915799
20713,40.7387706580758,-73.9928662776947
20714,40.762588,-73.989994
20724,40.736422,-73.99754
20729,40.7337,-74.0024
20732,40.737316,-73.997466
20734,40.754617,-73.977672
20736,40.729197,-74.0007959
20776,40.7197,-73.9872
20927,40.718692,-73.99137
20928,40.724857,-74.001285
20929,40.724912,-74.0021299
20930,40.7252605,-74.0034275
20931,40.7378,-73.9913
20933,40.718,-73.9944
21151,40.748917,-73.982683
21152,40.75,-73.9819
21180,40.729,-74.0013
21330,40.7409,-73.9933
21360,40.7434059,-73.9996459
21593,40.733201,-73.9911174
21594,40.728262,-73.979116
21595,40.760895,-73.997662
21597,40.7595035,-73.9912056
21598,40.7276,-73.9854
21600,40.729733,-73.98339
21603,40.7506682,-73.9765977
21604,40.748928,-73.976364
21608,40.75016,-73.976477
21614,40.75077,-73.9766217
21619,40.724628,-74.001654
21621,40.748161,-73.982371
21628,40.7526863291829,-73.9958381652832
21631,40.7273496,-73.9922545
21646,40.725683,-73.991851
21647,40.7284946025396,-73.9900875091553
21655,40.7309011629242,-73.9921152591705
